No.,Channel Type,Channel Alias,Rx Frequency,Tx Frequency,Tx Power,TOT,VOX,VOX Level,Scan Add/Step,Channel Work Alone,Default to Talkaround,Band Width,Dec QT/DQT,Enc QT/DQT,Tx Authority,Relay,Work Mode,Slot,ID Setting,Color Code,Encryption,Encryption Type,Encryption Key,Promiscuous,Tx Authority,Kill Code,WakeUp Code,Contacts,Rx Group Lists,Group Lists 1,Group Lists 2,Group Lists 3,Group Lists 4,Group Lists 5,Group Lists 6,Group Lists 7,Group Lists 8,Group Lists 9,Group Lists 10,Group Lists 11,Group Lists 12,Group Lists 13,Group Lists 14,Group Lists 15,Group Lists 16,Group Lists 17,Group Lists 18,Group Lists 19,Group Lists 20,Group Lists 21,Group Lists 22,Group Lists 23,Group Lists 24,Group Lists 25,Group Lists 26,Group Lists 27,Group Lists 28,Group Lists 29,Group Lists 30,Group Lists 31,Group Lists 32,Group Lists 33,GPS,Send GPS Info,Receive GPS Info,GPS Timing Report,GPS Timing Report TX Contacts,
60,Analog CH,VHF R5,145.72500,145.12500,Low,180S,No,1,No,No,No,25K,None,None,Channel Free,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,OFF,TX Contact,
61,Analog CH,VHF R5X,145.73750,145.13750,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,OFF,TX Contact,
62,Analog CH,VHF R6,145.75000,145.15000,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,OFF,TX Contact,
63,Analog CH,VHF R6X,145.76250,145.16250,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,OFF,TX Contact,
64,Analog CH,VHF R7,145.77500,145.17500,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,OFF,TX Contact,
65,Analog CH,VHF R7X,145.78750,145.18750,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,OFF,TX Contact,
66,Analog CH,HB9G-V,145.72500,145.12500,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,OFF,TX Contact,
67,Analog CH,TRANSP1,145.20000,431.35000,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,OFF,TX Contact,
68,Analog CH,TRANSP2,145.21250,433.47500,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,OFF,TX Contact,
69,Analog CH,TRANSP3,145.22500,431.22500,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,OFF,TX Contact,
70,Analog CH,TRANSP4,145.23750,432.65000,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
71,Analog CH,MER16 SOS,156.80000,156.80000,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
72,Analog CH,MER08 NAV,156.40000,156.40000,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
73,Analog CH,MER09 PORT,156.45000,156.45000,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
74,Analog CH,MER10 LAC,156.50000,156.50000,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
75,Analog CH,MER72 NAV,156.62500,156.62500,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
76,Analog CH,MER77 NAV,156.87500,156.87500,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,OFF,TX Contact,
77,Analog CH,MER06 NAV-AERO,156.30000,156.30000,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,OFF,TX Contact,
78,Analog CH,MER03 CROSS,156.15000,160.75000,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,OFF,TX Contact,
79,Analog CH,MER13 CROSS,156.65000,156.65000,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,OFF,TX Contact,
80,Analog CH,MER70 SOS ASN,156.52500,156.52500,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,OFF,TX Contact,
81,Analog CH,MER15 PLAGE,156.75000,156.75000,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,OFF,TX Contact,
82,Analog CH,MER AIS1,161.97500,161.97500,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,OFF,TX Contact,
83,Analog CH,MER AIS2,162.02500,162.02500,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,OFF,TX Contact,
84,Analog CH,SOS Canal K,158.62500,158.62500,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,OFF,TX Contact,
85,Analog CH,MER18 ECLU,161.50000,156.90000,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,OFF,TX Contact,
86,Analog CH,MER20 ECLU,161.60000,157.00000,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,OFF,TX Contact,
87,Analog CH,MER22 ECLU,161.70000,157.10000,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,OFF,TX Contact,
88,Analog CH,SAT AO-73,145.95000,435.15000,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,OFF,TX Contact,
89,Analog CH,AO-73 BPSK,145.93500,145.93500,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,OFF,TX Contact,
90,Analog CH,SAT SO-50,436.79500,145.85000,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,OFF,TX Contact,
91,Analog CH,AUDIO TVA,144.75000,144.75000,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,OFF,TX Contact,
92,Analog CH,APRS VHF,144.80000,144.80000,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,OFF,TX Contact,
93,Analog CH,SOS RASEC1,145.45000,145.45000,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,OFF,TX Contact,
94,Analog CH,SOS RASEC2,145.46250,145.46250,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,OFF,TX Contact,
95,Analog CH,SOS RASEC3,145.47500,145.47500,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,OFF,TX Contact,
96,Analog CH,SOS RA-U,432.53750,432.53750,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,OFF,TX Contact,
97,Analog CH,APRS UHF,433.80000,433.80000,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,OFF,TX Contact,
98,Analog CH,POCSAG,439.98750,439.98750,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,OFF,TX Contact,
99,Analog CH,ISS RELAIS1,145.80000,437.80000,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
100,Analog CH,ISS RELAIS2,437.80000,145.99000,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
101,Analog CH,ISS AX25,145.82500,145.82500,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
102,Analog CH,FRU01,430.02500,431.62000,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
103,Analog CH,FRU01R,431.62500,430.02000,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
104,Analog CH,FRU02,430.05000,431.65000,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
105,Analog CH,FRU2 Sp,430.05000,439.75000,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
106,Analog CH,FRU2 H,430.05000,439.45000,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
107,Analog CH,FRU03,430.07500,431.65000,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
108,Analog CH,FRU04,430.10000,431.70000,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
109,Analog CH,FRU4 XH,430.11250,439.51250,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
110,Analog CH,FRU05,430.12500,431.72500,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
111,Analog CH,FRU05R,431.72500,430.12500,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
112,Analog CH,FRU06,430.15000,431.75000,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
113,Analog CH,FRU06H,430.15000,439.55000,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
114,Analog CH,FRU07,430.17500,431.77500,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
115,Analog CH,FRU08,430.20000,431.80000,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
116,Analog CH,FRU08H,430.20000,439.60000,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
117,Analog CH,FRU09,430.22500,431.82500,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
118,Analog CH,FRU9 H,430.22500,439.62500,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
119,Analog CH,FRU9 XH,430.23750,480.00000,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
120,Analog CH,FRU10,430.25000,431.85000,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
121,Analog CH,FRU11,430.27000,431.87500,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
122,Analog CH,FRU12,430.30000,431.90000,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
123,Analog CH,FRU13,430.32000,431.92500,Low,180S,No,1,No,No,No,25K,None,None,Channel Free,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
124,Analog CH,FRU13H,430.32000,439.72500,Low,180S,No,1,No,No,No,25K,None,None,Channel Free,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
125,Analog CH,FRU14,430.35000,431.95000,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
126,Analog CH,FRU14H,430.30000,439.75000,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
127,Analog CH,FR15,430.37000,431.97500,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
128,Analog CH,FR15R,433.37000,434.97500,Low,180S,No,1,No,No,No,25K,None,None,Allow TX,No,Simplex,Slot1,radio-1,1,No,Normal Mode,1,No,Always,None,None,Priority Contacts: TG2 Europe,Custom,Priority Contacts: TG2 Europe,Priority Contacts: TG13 WW English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,OFF,TX Contact,
